Date,Open,High,Low,Close,Volume
03/05/2019,5.77,5.8,5.76,5.76,"1,075,900"
03/04/2019,5.87,5.87,5.74,5.76,"3,995,000"
03/01/2019,5.92,5.98,5.86,5.87,"1,737,700"
02/28/2019,5.93,6,5.88,5.92,"1,754,500"
02/27/2019,5.88,5.94,5.81,5.91,"2,193,400"
02/26/2019,5.9,5.95,5.81,5.88,"3,347,700"
02/22/2019,5.98,6.04,5.91,5.92,"2,326,500"
02/21/2019,6,6.05,5.9,5.98,"1,437,200"
02/20/2019,5.98,6.1,5.96,6.03,"2,145,800"
02/19/2019,6,6.15,5.9,5.97,"4,880,600"
02/18/2019,6.2,6.2,5.89,5.9,"12,248,600"
02/15/2019,6.3,6.38,6.17,6.2,"3,969,500"
02/14/2019,6.33,6.43,6.2,6.3,"3,376,800"
02/13/2019,6.13,6.33,6.03,6.33,"6,670,600"
02/12/2019,6.38,6.4,6.1,6.12,"14,055,400"
02/11/2019,6.52,6.62,6.35,6.38,"7,200,300"
02/08/2019,6.55,6.7,6.34,6.5,"10,533,700"
02/07/2019,7.35,7.4,6.52,6.55,"63,782,898"
02/06/2019,6.61,6.92,6.51,6.74,"28,772,100"
02/04/2019,6.47,6.47,6.15,6.23,"10,422,900"
02/01/2019,6.75,6.96,6.42,6.47,"28,043,000"
01/31/2019,6.46,7.35,6.32,6.75,"71,089,797"
01/30/2019,5.6,6.48,5.51,6.29,"33,773,199"
01/29/2019,5.85,5.85,5.59,5.74,"11,834,100"
01/28/2019,6.05,6.09,5.82,5.86,"8,056,700"
01/25/2019,6.12,6.15,5.65,5.98,"11,894,600"
01/24/2019,6.01,6.2,5.52,6.2,"25,734,900"
01/23/2019,6.15,6.15,6.01,6.03,"2,486,400"
01/22/2019,6.03,6.15,5.93,6.11,"4,292,100"
01/21/2019,6.26,6.3,6,6.03,"11,711,100"
01/18/2019,6.41,6.47,6.2,6.26,"5,729,900"
01/17/2019,6.4,6.51,6.37,6.4,"5,156,700"
01/16/2019,6.46,6.46,6.31,6.35,"2,859,300"
01/15/2019,6.39,6.52,6.3,6.4,"7,608,700"
01/14/2019,6.34,6.41,6.31,6.35,"3,293,200"
01/11/2019,6.27,6.39,6.24,6.31,"3,230,500"
01/10/2019,6.29,6.31,6.15,6.2,"3,390,100"
01/09/2019,6.2,6.36,6.11,6.28,"5,366,300"
01/08/2019,6.49,6.49,6.15,6.21,"13,354,700"
01/07/2019,6.4,6.59,6.35,6.49,"22,225,199"
01/04/2019,6.1,6.35,6.1,6.32,"13,086,500"
01/03/2019,5.92,6.1,5.86,6.05,"4,209,800"
01/02/2019,6,6.03,5.84,5.93,"5,399,100"
12/28/2018,6.15,6.15,6.01,6.03,"6,120,000"
12/27/2018,6.27,6.28,6.02,6.15,"6,572,200"
12/26/2018,6.02,6.24,5.95,6.18,"10,206,000"
12/21/2018,5.87,6.13,5.8,6.02,"11,429,200"
12/20/2018,5.96,6.01,5.77,5.88,"4,765,700"
12/19/2018,5.69,6.01,5.62,5.94,"8,167,300"
12/18/2018,5.72,5.74,5.55,5.63,"4,940,100"
12/17/2018,5.8,5.83,5.72,5.72,"3,287,300"
12/14/2018,5.9,5.92,5.71,5.8,"3,894,400"
12/13/2018,5.71,5.95,5.62,5.8,"8,174,700"
12/12/2018,6.3,6.42,5.7,5.72,"33,437,801"
12/11/2018,5.9,6.26,5.8,6.22,"31,707,301"
12/10/2018,5.5,5.8,5.32,5.74,"14,629,700"
12/07/2018,5.83,5.85,5.4,5.56,"26,139,301"
12/06/2018,5.9,6.05,5.81,5.95,"11,300,900"
12/05/2018,6.13,6.41,5.92,5.98,"16,260,400"
12/04/2018,6.19,6.25,5.85,6.14,"16,513,400"
12/03/2018,6.72,6.78,6.02,6.19,"32,469,600"
11/29/2018,5.3,6.52,5.27,6.41,"65,390,898"
11/28/2018,6,6.02,5.13,5.23,"65,278,000"
11/27/2018,6.44,6.6,6,6.26,"39,675,500"
11/26/2018,6.57,6.7,6.2,6.44,"19,401,900"
11/23/2018,6.9,6.97,6.42,6.65,"24,670,600"
11/22/2018,6.3,6.89,6.07,6.79,"57,052,398"
11/21/2018,7.5,7.53,6.06,6.3,"118,557,203"
11/20/2018,8.45,8.45,7.73,7.74,"62,278,000"
11/19/2018,8.4,8.57,7.95,8.2,"57,306,801"
11/16/2018,7.75,8,7.53,7.81,"47,364,898"
11/15/2018,7.8,8.48,7.8,7.83,"89,606,398"
11/14/2018,8.2,8.62,7.66,8.3,"101,113,508"
11/13/2018,7.84,8.26,7.58,8.1,"152,236,609"
11/12/2018,7,7.52,6.8,7.5,"121,423,602"
11/09/2018,6.2,6.86,5.81,6.8,"101,154,797"
11/08/2018,6.5,7.88,5.8,6.3,"252,749,109"
11/07/2018,4.24,5.9,3.71,5.55,"245,807,016"
11/06/2018,3.28,4.35,3.28,4.11,"83,964,000"
11/05/2018,3.2,3.36,3.15,3.27,"9,686,000"
10/31/2018,3.3,3.3,3.16,3.2,"7,268,000"
10/30/2018,3.3,3.37,3.21,3.25,"6,862,000"
10/29/2018,3.4,3.42,3.24,3.29,"14,871,000"
10/26/2018,3.4,3.87,3.3,3.45,"77,026,000"
10/18/2018,3.14,3.27,3.08,3.21,"12,255,000"
10/17/2018,2.93,3.17,2.9,3.13,"17,461,000"
10/16/2018,2.88,2.94,2.81,2.89,"3,608,000"
10/15/2018,2.92,3.04,2.86,2.89,"4,133,000"
10/12/2018,2.7,3.02,2.65,2.92,"8,316,000"
10/11/2018,2.65,2.73,2.6,2.73,"4,264,000"
10/10/2018,2.72,2.74,2.65,2.7,"4,333,000"
10/09/2018,2.45,2.69,2.44,2.63,"9,221,000"
10/08/2018,2.46,2.55,2.41,2.42,"2,662,000"
10/05/2018,2.37,2.49,2.37,2.46,"2,061,000"
10/04/2018,2.35,2.43,2.35,2.37,"3,342,000"
10/03/2018,2.46,2.5,2.32,2.33,"3,871,000"
10/02/2018,2.47,2.47,2.3,2.45,"6,814,000"
10/01/2018,2.78,2.78,2.42,2.47,"16,560,000"
09/28/2018,2.94,3.01,2.82,2.83,"4,290,000"
09/27/2018,2.85,2.94,2.78,2.93,"2,809,000"
09/26/2018,3.05,3.05,2.81,2.87,"6,099,000"
09/25/2018,3.12,3.13,3.01,3.05,"4,197,000"
09/24/2018,2.98,3.14,2.92,3.09,"13,378,000"
09/21/2018,2.83,2.95,2.78,2.91,"6,351,000"
09/20/2018,2.85,2.91,2.74,2.86,"1,468,000"
09/19/2018,2.92,2.92,2.72,2.84,"3,463,000"
09/18/2018,2.86,2.94,2.82,2.85,"1,594,000"
09/17/2018,2.91,2.91,2.83,2.86,"967,000"
09/14/2018,2.87,2.94,2.81,2.9,"2,921,000"
09/13/2018,2.97,2.97,2.86,2.87,"2,317,000"
09/12/2018,2.85,3.05,2.85,2.93,"7,599,000"
09/11/2018,2.89,2.89,2.74,2.81,"9,782,000"
09/10/2018,2.95,2.95,2.79,2.85,"3,883,000"
09/07/2018,2.9,2.94,2.88,2.92,"1,639,000"
09/06/2018,3.01,3.03,2.86,2.9,"16,081,000"
09/05/2018,3.19,3.22,2.95,2.97,"12,274,000"
09/04/2018,3.15,3.21,3.09,3.16,"7,846,000"
09/03/2018,3.13,3.17,3.07,3.12,"4,668,000"
08/31/2018,3.19,3.21,3.07,3.07,"4,507,000"
08/30/2018,3.14,3.15,3.06,3.13,"3,619,000"
08/29/2018,3.21,3.27,3.04,3.07,"11,232,000"
08/28/2018,3.03,3.21,3.02,3.17,"8,067,000"
08/24/2018,2.97,3.05,2.94,3.03,"2,308,000"
08/23/2018,2.98,3.05,2.9,3,"3,874,000"
08/22/2018,2.92,3.04,2.87,2.98,"4,624,000"
08/20/2018,3.1,3.1,2.9,2.92,"8,216,000"
08/17/2018,3.27,3.39,3,3.08,"16,832,000"
08/16/2018,2.98,3.26,2.83,3.19,"36,964,000"
08/15/2018,2.93,2.95,2.78,2.78,"4,998,000"
08/14/2018,2.9,2.96,2.83,2.91,"3,810,000"
08/13/2018,3.03,3.03,2.78,2.9,"14,663,000"
08/10/2018,3,3.15,2.98,3.02,"7,679,000"
08/09/2018,3.27,3.36,2.98,3.08,"20,499,000"
08/08/2018,3.37,3.45,3.25,3.3,"8,572,000"
08/07/2018,3.28,3.5,3.21,3.34,"12,821,000"
08/06/2018,3.6,3.64,3.32,3.32,"17,904,000"
08/03/2018,3.36,3.61,3.26,3.54,"34,769,000"
08/02/2018,3.03,3.37,2.97,3.35,"23,866,000"
08/01/2018,2.98,3.04,2.92,3,"6,271,000"
07/31/2018,3.08,3.15,2.91,3,"8,108,000"
07/30/2018,2.99,3.13,2.88,3.06,"6,299,000"
07/27/2018,3.05,3.06,2.96,3,"3,981,000"
07/26/2018,2.78,3.07,2.76,3.05,"13,771,000"
07/25/2018,2.91,2.91,2.77,2.77,"5,484,000"
07/24/2018,2.94,2.96,2.84,2.91,"3,944,000"
07/23/2018,2.9,3.07,2.82,2.9,"11,751,000"
07/20/2018,2.81,3,2.72,2.91,"5,845,000"
07/19/2018,2.82,2.82,2.72,2.8,"4,136,000"
07/18/2018,2.9,2.9,2.77,2.83,"3,230,000"
07/17/2018,2.85,2.94,2.79,2.89,"5,983,000"
07/16/2018,2.76,2.88,2.7,2.79,"5,016,000"
07/13/2018,2.68,2.82,2.65,2.75,"3,286,000"
07/12/2018,2.79,2.88,2.65,2.7,"6,353,000"
07/11/2018,2.93,3.02,2.77,2.79,"8,870,000"
07/10/2018,2.96,3.08,2.84,2.94,"17,828,000"
07/09/2018,2.69,2.93,2.6,2.92,"16,416,000"
07/06/2018,2.95,2.95,2.57,2.62,"20,038,000"
07/05/2018,2.95,3.04,2.77,2.92,"20,223,000"
07/04/2018,3.19,3.29,2.9,2.99,"32,137,000"
07/03/2018,3.23,3.37,3.11,3.18,"31,385,000"
07/02/2018,3.31,3.48,3.08,3.2,"42,135,000"
06/29/2018,2.7,3.3,2.62,3.3,"51,949,000"
06/28/2018,2.47,2.76,2.42,2.57,"30,009,000"
06/27/2018,2.35,2.63,2.35,2.4,"19,061,000"
06/26/2018,2.74,2.9,2.46,2.48,"42,151,000"
06/25/2018,2.55,3.45,2.26,2.62,"104,498,000"
06/22/2018,1.98,2.37,1.98,2.36,"12,982,000"
06/21/2018,2.04,2.14,1.94,2.08,"10,221,000"
06/20/2018,2,2.2,1.88,2.1,"28,784,000"
06/19/2018,1.69,1.99,1.68,1.98,"8,202,000"
06/18/2018,1.86,1.86,1.7,1.75,"3,657,000"
06/14/2018,1.73,1.87,1.68,1.87,"8,068,000"
06/13/2018,1.71,1.78,1.6,1.77,"5,560,000"
06/11/2018,1.58,1.75,1.5,1.73,"4,462,000"
06/08/2018,1.41,1.73,1.41,1.62,"11,711,000"
06/07/2018,1.4,1.4,1.4,1.4,"8,000"
06/06/2018,1.37,1.4,1.37,1.4,"247,000"
06/05/2018,1.36,1.36,1.35,1.35,"118,000"
06/04/2018,1.36,1.38,1.36,1.38,"22,000"
06/01/2018,1.35,1.41,1.35,1.41,"42,000"
05/30/2018,1.36,1.4,1.35,1.39,"1,098,000"
05/28/2018,1.36,1.41,1.36,1.41,"619,000"
05/25/2018,1.41,1.41,1.36,1.36,"20,000"
05/24/2018,1.37,1.37,1.36,1.37,"312,000"
05/23/2018,1.38,1.38,1.37,1.38,"153,000"
05/22/2018,1.38,1.38,1.38,1.38,"70,000"
05/21/2018,1.38,1.41,1.38,1.41,"63,000"
05/18/2018,1.39,1.39,1.38,1.38,"210,000"
05/17/2018,1.38,1.4,1.38,1.4,"112,000"
05/16/2018,1.39,1.39,1.38,1.38,"330,000"
05/15/2018,1.42,1.42,1.39,1.39,"124,000"
